STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,N20950,A20950,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
CT,8,106080,10570,91490,3150,96920,6300,72310,35770,306120,108610,70,20,0,50,0,1850,34150,30641484,106080,31322890,94060,21593659,79070,227692,70470,1003537,67830,797299,42140,92209,27430,1639107,65410,1549441,21730,1018818,26560,1414207,320,2790,23282,19330,547410,23870,1797249,39060,681406,6170,1615,8500,249720,9900,134698,1860,17168,0,0,0,0,1870,17926,104720,4987532,4520,122937,103670,1874265,730,2280,98210,1168906,104720,3132497,80140,71255,80360,980510,1780,13475,6030,2233,0,0,7510,31194,96490,520370,17200,199019,2960,60875,105900,24660121,105910,5975442,81020,482999,150,845,44830,52826,32190,29206,12320,6774,0,0,0,0,20,12,2850,3700,26040,241918,0,0,170,1022,360,1235,105370,6147993,0,0,0,0,0,0,0,0,0,0,105850,5922885,106000,6284164,52410,43239,52410,53093,52700,641149,53040,496416,42260,318848,12960,177568
CT,9,20030,1660,17620,560,18500,1150,16490,3530,62000,24350,0,0,0,0,0,70,5990,13578964,20030,13912620,17490,8715302,18170,173811,16830,632354,16360,505289,8240,72524,5660,673932,16860,1218339,3610,229688,3540,204710,80,290,2620,2910,87744,9190,1672594,9160,333656,380,95,2970,128614,3300,56284,380,3711,0,0,0,0,1020,20072,19850,1951108,290,18626,19690,1033024,120,476,18970,389184,19840,1445563,14840,16810,14730,279975,450,6923,1130,454,0,0,3880,34190,18830,252953,3280,93923,1090,35664,19990,11643253,20010,3461301,12510,174996,20,91,12210,51341,10450,38223,1710,1018,0,0,0,0,0,0,410,751,6670,94618,0,0,20,111,50,278,19920,3530249,0,0,0,0,0,0,0,0,0,0,20000,3409960,20020,3629871,16420,56177,17140,62269,10980,377073,8960,272892,4690,103988,4850,168904
CT,10,11670,840,10410,250,10760,660,10650,1820,37620,15530,0,0,0,0,0,20,3520,43426036,11670,43876531,9770,16640235,11390,1524276,10890,2379921,10660,1798238,7650,366730,2960,723525,11030,11816423,1810,152664,1780,109915,60,70,598,1490,46817,7940,7819332,6320,450495,80,20,2070,123261,2580,55457,190,1900,0,0,0,0,1510,84797,11570,6095344,50,4810,11520,3624326,40,210,11220,475562,11570,4120954,8650,13073,7630,174743,320,6829,530,227,0,0,4910,608627,11210,1960698,2270,322986,2010,74020,11650,37327754,11670,11565470,2370,211636,0,0,8910,292920,8320,241429,550,356,0,0,0,0,0,0,160,1339,4550,157036,0,0,0,0,30,272,11630,12971055,0,0,0,0,0,0,0,0,0,0,11660,11272549,11670,12041138,9590,148210,10760,456219,4530,639368,7110,1535378,2650,287323,5020,1248055
DE,0,464070,221980,162740,68020,407170,29970,213090,286330,860250,263010,17660,8620,60,8980,3110,65700,130430,31276117,462480,31662807,380750,21257304,134490,211052,93820,766228,87740,617324,89330,108505,59100,736023,79320,1417194,58460,1127684,112870,3080922,1900,16710,69102,83470,1348235,23500,1569250,100550,386690,11580,2993,2560,63389,9950,83250,7140,34326,35010,38683,3290,7554,1510,24641,152710,3769201,28520,311299,143590,1061007,1510,2405,134380,414653,151400,1494754,11410,7692,121830,1029569,2650,12230,8540,4159,10600,16878,3690,32973,124300,612492,36040,276296,4100,69461,372990,22369181,371350,4254633,12320,67094,7210,10382,140300,182181,28440,25769,23700,13738,26750,29407,24700,4216,65720,76813,5770,6813,45170,144548,11940,74012,13700,83295,11240,8620,443850,4970557,74940,176936,65340,158236,50170,65214,22680,20497,5040,5124,339660,4072451,358890,4297071,9240,15992,10920,38255,94850,444484,358110,1109194,350130,983965,10900,125227
DE,1,4620,2960,1280,210,2910,700,2460,1010,6500,920,110,60,0,50,0,130,2320,-362635,3040,-358412,980,34450,1270,7121,980,7828,880,5476,180,936,1410,-28584,1250,11745,410,6313,570,7599,180,50,217,0,0,760,-74575,850,4223,10,4,20,225,200,1358,30,124,160,214,120,446,20,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,220,20,206,80,29,20,22,0,0,0,0,0,0,0,0,10,10,0,0,490,1417,390,3492,420,3390,0,0,1970,11159,310,301,210,204,130,178,170,164,290,432,80,198,1040,2532,30,49,10,8,760,1356,1790,9966,1700,8260,120,1706
DE,2,59190,49370,3580,5490,50120,4470,21040,33850,53150,12390,3910,2210,0,1700,1160,7330,10070,312454,59190,319465,46360,251297,7140,3160,4830,5939,4370,3940,580,362,6700,24211,3850,1298,2560,10131,5620,27425,110,1220,3166,200,938,720,-988,6900,7011,80,17,20,171,420,1251,120,374,850,845,470,1424,0,0,2000,31629,1360,13601,900,1146,90,50,1430,3239,1790,4578,150,81,1190,8544,20,60,50,15,120,196,40,35,1200,1536,720,2505,40,411,7190,12551,7030,1376,0,0,320,125,350,39,220,9,0,0,80,21,10,5,10,6,0,0,5500,4294,1140,8383,1200,8243,40,19,51310,47101,18080,20515,16420,18786,5700,3653,1760,1508,720,624,6910,1337,12760,5815,0,0,0,0,4540,2322,49100,43601,48940,43285,250,316
DE,3,91680,57420,11510,20920,81560,5260,35650,65980,146820,50020,6100,3270,20,2810,1300,19540,21290,1582662,91680,1602275,73010,1201740,12880,9144,8010,15798,7300,10339,2230,1411,11070,90993,6320,8699,7010,48575,16410,183161,250,4610,17566,9140,17901,1430,4002,14070,19613,440,99,50,313,940,3273,510,1653,3630,3404,310,831,30,66,6390,97638,3780,34803,4180,3613,220,172,4570,9626,5980,13986,520,376,3910,26915,90,418,170,120,440,652,80,100,4280,9305,1830,10103,150,957,61220,394308,60580,41538,10,5,1370,557,17760,6113,890,37,1540,478,4890,2787,6520,1082,5000,1612,190,68,9260,15944,3680,21772,3810,21413,3780,2016,86450,259219,32290,105886,28620,96504,23710,32164,4720,4005,1950,1603,49410,35424,57310,53975,0,0,0,0,8550,8489,80660,213553,80290,212596,590,957
DE,4,110140,58870,22610,24680,97690,6250,45610,77470,198590,66590,4910,2530,10,2360,660,21600,25890,3995113,110140,4037068,93520,3162931,21000,17095,12900,32941,11890,23181,9770,6026,10460,96103,10450,21075,10300,104207,22630,394349,320,4400,18646,20290,151024,2650,21955,21100,41955,1750,417,140,1187,1570,7423,1610,5880,10390,11534,340,765,100,180,20850,315184,6850,61829,18360,28698,360,433,16100,33317,20480,64442,1850,1357,14840,98142,300,1518,690,457,2310,3770,190,294,14910,41393,5900,39653,440,3315,106670,2130255,106120,263701,20,42,3270,2604,43020,37910,2900,184,6370,3769,8210,8503,14860,2580,23330,21242,1000,665,7430,18471,5140,29063,5440,31249,4640,2918,107550,461014,23920,50121,19870,42660,18080,25807,5470,4832,1680,1752,88620,225791,92320,248489,20,19,0,0,17280,26317,92290,237647,91480,235491,1180,2155
DE,5,66040,29280,24890,9410,57840,4280,32540,41340,127680,36820,1590,370,10,1210,0,8590,21200,4070997,66040,4112427,54730,2966198,21100,19449,13540,45600,12600,32621,15680,11153,7660,73758,11030,37890,9880,138704,19650,488892,290,2380,10162,16930,276091,2720,33816,16910,41430,2200,539,170,1899,1250,7855,1480,6816,8160,9130,650,1296,120,274,27000,451473,5870,57352,25530,69165,320,530,22960,50683,26820,122764,2060,1335,21520,152192,490,1997,1150,703,3430,5447,230,615,20500,61537,6950,44319,640,4303,65730,2717287,65540,388391,50,110,1260,2835,24140,33397,3850,379,3520,2074,4660,5865,3310,549,14760,21874,1160,1155,5360,14881,1250,9184,1740,12099,1620,1542,65130,475383,330,113,230,82,2200,2921,3320,3077,340,607,63150,354994,63780,373514,10,7,20,121,16030,35263,49820,136051,48900,132927,1320,3124
DE,6,44470,12450,26900,3980,38960,3020,23820,26560,98480,27130,630,100,10,510,0,4330,16480,3856881,44470,3891084,36690,2684881,18490,18865,12500,52370,11680,38440,15520,13191,6200,66351,10340,50126,8440,155353,15820,506438,240,1650,7406,13250,284820,2540,36649,11380,34203,1960,504,180,2497,980,7413,1030,5275,4390,4875,190,369,140,442,24510,476834,4240,46581,23720,93675,200,439,21830,53495,24450,150085,1930,1283,20380,160392,440,1776,1200,699,3290,5852,290,629,19770,66690,6120,39248,610,4533,44360,2748938,44260,414503,150,156,480,1738,17240,26040,3930,527,3200,1957,3380,4373,0,0,10840,16981,990,1091,4420,12957,290,1815,590,3795,610,810,44040,475383,0,0,0,0,270,358,2420,2193,60,106,43920,388463,44040,404376,30,24,20,106,12280,33733,32090,103918,31140,100477,1320,3440
DE,7,67700,9550,54440,2900,59890,4590,37980,34360,173610,51490,400,80,0,320,0,3870,25370,9168813,67700,9255858,57840,6403040,36790,46921,27320,161326,25760,122429,34590,37127,11160,176420,23120,205348,15100,429262,25620,1084793,380,2090,9929,18950,483620,6480,160873,22040,87045,4380,1217,710,10981,2160,19552,1980,10699,7440,8681,1200,2423,430,2019,52380,1267906,5600,72235,51520,350732,250,548,48920,150679,52320,507622,3820,2433,44910,399602,900,3263,3460,1585,1020,961,1040,2564,45510,182825,11130,80377,1410,16112,67610,7002576,67520,1210147,1440,3251,380,2079,28550,34454,9690,2102,7140,4362,5540,7858,0,0,11750,15078,1830,2509,8210,32119,50,303,430,2663,450,883,67290,1286104,0,0,0,0,80,133,4830,4718,0,0,67380,1175693,67440,1216213,490,143,220,129,24980,106544,42610,174984,40410,161906,3070,13078
DE,8,17080,1710,14880,360,15360,1160,11280,5360,46720,14770,20,0,0,20,0,310,6600,4763216,17080,4839157,15010,3107620,12860,36433,11080,160964,10670,128516,9070,17296,3620,154620,10270,277456,4110,197484,5840,340587,110,310,1905,4080,115224,4280,364246,5590,75941,720,186,840,23843,1610,21293,300,2844,0,0,0,0,400,3923,16490,653855,790,22318,16320,264177,60,182,15590,75538,16480,342151,960,727,12980,147589,320,1711,1480,477,0,0,1090,4234,15200,101854,2870,32139,530,11889,17070,3941664,17060,909200,9270,39972,50,415,7170,8388,5180,4171,1760,1000,0,0,0,0,10,10,520,1004,3360,24739,0,0,60,443,90,343,16980,910607,0,0,0,0,0,0,0,0,0,0,17050,900812,17070,942336,6510,4761,7870,8193,8790,104816,8260,71908,6640,46730,2060,25178
DE,9,2170,260,1830,50,1970,150,1840,290,6020,2020,0,0,0,0,0,0,800,1440950,2170,1475628,1840,742470,2000,14710,1770,72896,1720,61498,1080,6443,560,56124,1790,172827,480,28162,520,34993,20,10,105,410,12443,1200,303108,1080,34678,40,10,280,12682,510,8227,50,405,0,0,0,0,150,3804,2120,169135,30,2580,2110,92091,20,51,2050,17348,2120,109888,80,74,1530,24691,60,711,240,67,0,0,400,4518,2000,34273,350,9040,140,6996,2170,1271414,2170,364279,1150,12429,0,0,1320,6046,1130,3759,140,81,0,0,0,0,0,0,60,137,730,9595,0,0,0,0,20,89,2150,361669,0,0,0,0,0,0,0,0,0,0,2160,358233,2170,380721,1490,4464,1890,8198,1200,50877,950,31057,450,11374,590,19683
DE,10,990,120,830,20,870,90,890,120,2690,880,0,0,0,0,0,0,420,2447666,990,2488257,780,702677,960,38154,890,210566,870,190884,640,14560,260,26027,910,630730,170,9493,200,12685,20,0,0,210,6174,700,720164,620,40591,0,0,160,9591,320,5605,30,256,0,0,0,0,120,13651,960,305547,0,0,950,157710,0,0,930,20728,960,179238,30,26,580,11502,40,776,110,36,0,0,330,19984,930,113079,180,18912,130,20945,990,2150188,990,661278,230,10923,0,0,730,29772,670,14601,30,17,0,0,0,0,0,0,30,184,420,10131,0,0,0,0,0,0,980,682918,0,0,0,0,0,0,0,0,0,0,990,631506,990,669100,670,6525,910,21500,450,74767,540,86509,180,30919,400,55590
DC,0,348320,225510,58440,53630,298220,28740,152380,214530,540910,144310,8120,4910,140,3070,1300,59530,61030,34161870,346910,34764694,299050,23950089,100390,239153,80950,997635,76510,766373,77440,191474,64450,1302993,71200,2709507,20690,521000,46610,1766534,240,10390,48474,26700,426827,17150,2552465,99970,602824,6010,1462,6340,228508,9960,78953,5360,20038,37960,46396,3730,10553,890,12389,142460,5105282,21240,251167,134720,1975966,4770,5349,89370,518880,141860,2527592,13630,8342,80650,1030849,2090,17203,5440,3646,3560,7257,4840,66660,116270,961430,44140,448919,3540,30008,293390,26588995,292090,6201432,25140,188329,990,980,93180,151292,33370,73948,17920,10251,15900,18218,11250,1728,29140,28307,2820,3978,49950,272114,1810,4972,2030,4975,5170,4058,334590,7146181,52440,120809,45380,105230,33900,40856,10980,10241,1010,1278,271050,6050149,287420,6513861,22400,50146,22130,97489,77960,527484,263220,1151002,253860,781781,11340,369221
DC,1,3880,3080,470,170,2410,730,1830,1020,4790,640,70,50,0,20,0,220,1350,-700519,2460,-694959,950,49443,910,6720,750,11356,690,7538,190,859,1320,-32298,900,41597,170,4736,230,5211,20,30,167,10,27,530,-207946,1130,5560,20,4,10,139,190,1075,30,100,320,420,430,1648,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,136,20,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,1323,60,254,60,181,0,0,1730,19253,360,214,240,152,100,157,190,174,40,70,20,132,650,2694,60,126,0,0,360,936,1550,17491,1440,10321,140,7170
DC,2,32610,26630,830,4550,26840,3060,14070,18900,35930,9040,1700,1110,0,600,570,6840,4690,174364,32610,183013,23910,144772,3340,1223,2610,3956,2380,2820,660,633,7360,27557,2080,3093,670,2543,2170,11119,0,900,2744,110,567,310,-710,7660,8649,90,21,20,133,290,973,100,314,950,976,870,2999,0,0,1510,23693,760,7595,690,1463,500,179,840,2759,1400,4517,140,87,710,6565,20,146,20,6,60,173,30,27,860,1559,700,2800,30,260,2510,5102,2260,562,0,0,30,7,350,45,280,20,0,0,50,17,0,0,0,0,0,0,6130,4993,190,727,200,628,30,16,27630,33138,14860,16684,12720,14166,4500,2968,1470,1395,130,145,2170,522,8540,5731,0,0,20,58,4210,2195,25190,29610,24990,29176,240,435
DC,3,56770,37200,2350,16160,48100,5350,25010,41030,91260,34630,2760,1790,20,940,500,16550,8360,982248,56770,1000720,46660,794668,4900,2535,3490,8212,3180,5778,2560,2380,12450,84638,2920,8160,1320,9776,5800,75969,10,3160,14680,1980,4368,530,625,13890,18472,490,113,60,344,570,1975,430,1199,3150,3243,360,1181,10,8,5840,86402,2220,18586,4340,5893,980,592,2170,6523,5680,13752,510,414,1860,15929,50,290,60,36,170,409,50,84,4220,12274,3400,24278,130,712,38540,252203,38030,26625,0,0,180,50,12660,4907,630,54,1330,460,3770,2450,3760,624,3680,1236,70,34,9990,15640,640,1878,580,1549,1520,865,53730,171733,22990,75866,20310,66337,17270,22516,2970,2744,390,451,29400,21727,36680,38614,10,8,0,0,6280,7513,49480,140391,49210,139604,350,787
DC,4,78700,52920,4880,18620,66780,7110,32340,54780,121320,38500,2650,1630,40,980,240,18180,12280,2916812,78700,2958881,70080,2543497,10710,5300,7650,17306,7060,12250,9750,9715,11280,67844,6450,21068,2150,20071,9580,222252,20,3160,16116,5730,34670,970,3791,21240,42069,1440,334,220,1854,1240,5073,1570,4853,12400,16154,330,915,20,18,19140,327664,5730,45815,17200,35450,1250,1397,6830,18416,18980,58565,1900,1384,6170,49115,150,844,220,191,600,1322,110,170,15870,66727,11980,101445,480,2912,76680,1670740,76360,211398,20,68,500,352,27630,27055,2040,258,5640,3495,7160,9071,6890,1009,14150,12717,410,304,7140,16251,860,1849,830,1842,2110,1189,76890,338846,14170,28022,12060,24558,10800,13759,3520,3235,420,508,65450,184343,67040,202614,30,28,20,20,12930,22851,65410,158167,64890,156183,670,1983
DC,5,56550,42610,4550,7150,48710,4280,20960,36660,76660,15670,650,260,30,360,0,8910,9070,3475312,56550,3522035,50960,3019366,13970,7210,10840,27342,10110,20159,11820,13547,7710,66797,8880,29542,2550,31292,7630,253105,10,1250,5603,4790,60734,1160,8133,21660,46723,1620,386,280,3315,1070,5023,1530,4596,14690,19129,1090,2445,40,67,20050,393415,4860,44569,18820,66808,720,869,10980,29285,19960,100576,2200,1518,10200,84837,290,1710,420,512,1120,2211,160,232,16690,79359,9120,75950,560,3104,56190,2519883,56070,392185,80,267,170,290,12550,15191,3440,539,2220,1410,3050,4183,600,95,6030,8136,430,384,4970,14958,60,203,220,463,800,691,55750,467137,50,23,40,17,1070,1256,1610,1587,20,67,54920,376993,55200,393879,30,17,20,61,13380,28460,42970,100817,42420,98155,750,2662
DC,6,34970,25670,4340,3300,30460,2320,13370,21610,47390,8110,150,30,20,100,0,4000,6030,3025706,34970,3049002,31480,2574948,12770,8418,9780,32206,9160,23433,11260,15118,5360,62452,8280,34778,2320,35241,5310,218546,20,630,2737,3260,54651,1160,10999,8160,23296,810,202,310,4247,790,4196,410,1908,3050,2061,160,330,30,39,19200,400093,2810,32693,18470,101520,430,589,12240,37206,19160,142148,2090,1094,11190,104830,310,2071,560,536,1240,2708,250,362,15210,67761,5600,43352,430,3330,34820,2323069,34780,414453,260,452,50,104,7460,7126,3480,674,1110,684,980,1253,0,0,2960,3604,390,428,3560,12843,20,61,70,143,320,370,34620,469834,0,0,0,0,120,144,620,515,10,37,34640,407327,34720,421878,50,44,20,63,9730,25975,25110,73234,24560,70228,710,3006
DC,7,52290,29530,17710,2920,45820,3450,23500,30620,85910,15920,140,40,30,70,0,4130,10680,7216927,52290,7294388,46770,5842699,28240,27999,22790,133205,21620,101414,25330,41089,10170,229315,19940,179566,5770,129989,9270,491898,50,910,4658,6020,128489,3680,49753,14010,77461,1120,290,1220,21109,1940,12659,1010,5035,3410,4413,480,1035,150,419,44720,1168813,3670,59410,43640,404073,610,996,29710,136354,44700,547887,4320,2197,27060,328585,700,4820,1770,1167,370,434,1010,2246,34890,150748,8020,65380,730,6683,52150,5630465,52070,1109963,2850,7226,50,124,14980,11838,9740,3134,2880,1588,900,1244,0,0,2340,2614,810,1164,7790,42252,0,0,50,101,290,548,51890,1233136,0,0,0,0,50,56,610,591,0,0,51960,1098125,52070,1147325,1860,392,670,514,15530,78236,36620,162726,34760,147907,2430,14819
DC,8,25800,6670,18030,620,23160,1790,15430,9020,59610,15790,0,0,0,0,0,680,6230,7549872,25800,7682492,22970,5521436,19310,36609,17180,239907,16590,186845,12320,32858,6680,373590,15910,417922,4340,179031,5210,370189,60,320,1568,3580,103008,4900,351002,8330,132620,400,103,2180,63579,2060,19754,210,1561,0,0,0,0,250,1361,25310,1254157,1080,34575,24940,527778,230,580,20400,163142,25310,696302,2040,1310,18380,320050,410,4085,1670,864,0,0,1550,6565,22190,154717,3940,52877,530,6516,25770,6105617,25750,1496344,18580,102953,20,53,12560,14810,9450,8889,3800,2021,0,0,0,0,0,0,580,1155,6610,62542,0,0,20,68,80,254,25640,1560996,0,0,0,0,0,0,0,0,0,0,25740,1481533,25780,1583501,14960,12167,15280,14974,12550,146597,13160,122150,10360,74982,3330,47168
DC,9,4460,850,3460,90,3940,400,3730,670,11650,3740,0,0,0,0,0,10,1480,2993480,4460,3091007,3650,1617295,4040,23296,3760,145836,3670,116007,1990,14995,1410,174650,3710,318078,970,75607,940,79887,20,30,201,820,26654,2160,576519,2300,97527,40,9,1090,56599,930,12482,50,368,0,0,0,0,160,1737,4420,456939,90,5824,4370,243405,30,92,4040,57617,4410,303265,280,190,3450,79055,120,2002,470,198,0,0,850,5635,4150,83486,870,23170,250,2251,4450,2538364,4460,745379,2830,39092,0,0,3100,12645,2610,9385,680,417,0,0,0,0,0,0,90,186,1930,35546,0,0,0,0,10,49,4430,790332,0,0,0,0,0,0,0,0,0,0,4450,732735,4460,802471,3540,11892,3950,15771,2220,79157,2220,66253,910,17999,1460,48254
DC,10,2300,350,1840,50,1990,240,2150,230,6400,2270,0,0,0,0,0,0,880,6527668,2300,6678115,1620,1841965,2210,119843,2110,378309,2070,290129,1540,60280,710,248448,2130,1655703,450,32714,470,38358,20,0,0,410,13659,1760,1760299,1610,150447,0,0,960,77189,880,15743,10,104,0,0,0,0,230,8712,2270,994106,20,2100,2250,589576,10,55,2170,67578,2270,660580,170,148,1650,41883,60,1235,230,136,0,0,850,51339,2200,344799,510,59667,390,4240,2290,5543552,2290,1804387,510,38107,0,0,1890,57675,1710,50995,260,176,0,0,0,0,0,0,50,323,1410,65766,0,0,0,0,10,76,2290,2061776,0,0,0,0,0,0,0,0,0,0,2290,1746712,2290,1915154,1850,25472,2150,66028,780,135564,1500,280163,340,37226,1260,242937
FL,0,10181210,4923700,3375680,1640460,8772210,784210,5502020,6404810,18664330,5620560,222790,84740,4480,133580,22510,1577530,2733910,726990316,10134080,737113755,7967720,426689761,2470410,11916729,1782950,28405610,1622710,21502033,135870,658749,2120370,20014010,1671930,91372716,1089900,24099144,1929840,51959953,37200,122500,391828,1556180,24144596,900350,70796462,2616300,10123439,188960,48794,38750,981244,285410,2107213,173700,866593,650710,667026,53490,131004,42050,1265406,2663020,78751861,759130,7883210,210680,4666480,2071160,3509340,2001200,11349049,2500360,20105180,478010,314216,1690000,15251834,44140,300940,72740,79889,135580,241275,115020,2080019,2041280,17957694,1052170,12962855,315470,5696648,7606210,555520354,7631860,121746523,190560,1514613,453410,412365,2935350,4776109,544940,1630633,457890,263779,596300,588971,594220,110407,1285370,1418486,118150,142512,1478990,3736252,855570,4387649,947140,4906403,353270,298453,9507360,143391470,2215860,5431411,1841470,4528438,1353720,1765258,623960,548979,350720,183339,6821990,116970551,7647380,124205865,199320,503571,282610,2610088,2056190,14797608,7758860,33366044,7523950,23955981,291140,9410064
FL,1,188200,110880,61170,8650,128200,30950,123340,47610,284980,43300,2430,1210,0,1220,30,6580,93400,-27874937,141080,-27683299,42050,1746299,57390,941384,41550,766142,37850,491218,1210,12582,62890,-1130436,61970,2161304,15040,309036,19730,304583,3420,650,2426,440,3535,49910,-6797670,36540,191638,520,126,300,6488,9080,53632,1190,6714,5660,6588,3780,13213,80,1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6320,29545,790,27524,5200,1698,1070,2075,90,12,0,0,170,138,110,83,510,402,0,0,21700,58551,32510,224246,34740,219152,220,139,88010,775506,18030,23585,12300,17230,7960,11570,7950,7460,23040,19238,5630,27470,30390,103416,1570,3649,850,13433,17330,38504,80550,710222,74740,442306,7140,267916
FL,2,1390920,1109040,130840,127910,1147250,129280,683650,769680,1417770,261730,49480,20170,370,28940,8340,170000,302930,7436040,1390910,7686924,943510,5602440,167700,103991,112730,188640,99600,115718,2070,1867,354670,1211679,100010,28974,67450,285090,126730,588590,1930,10690,24792,5310,24807,34580,-56811,308640,250884,2320,526,410,2031,17380,43469,3260,11036,20740,17508,10200,29524,400,306,57980,955750,37450,347987,2010,6798,39560,26963,35850,128512,49390,169120,8300,4261,27130,193929,700,4442,830,652,2780,5856,1400,3231,30450,41821,23650,106985,6280,75215,120050,212128,136150,30278,90,492,22100,7960,9770,2003,4360,468,90,25,2400,625,740,155,1380,503,370,97,275840,220299,131630,698476,138600,707536,1180,636,1159450,1280865,529820,577720,413740,462453,130220,104465,71410,62769,87150,32605,131220,28283,409510,254552,110,132,200,2025,184200,90005,1042510,1116129,1035620,1097177,8720,18952
FL,3,2533190,1460710,360590,665830,2207090,192720,1355810,1878920,4288840,1522070,73250,29630,910,42710,9360,596160,510420,43249462,2533190,44008814,1965000,33505002,280270,258702,182100,470553,156870,292023,4730,4387,667980,4245246,157420,223737,147720,1126198,310960,3277338,3780,40600,112326,170040,331745,88650,359468,613240,759352,13470,3208,1050,6967,35540,95185,17880,53995,84900,70619,7390,18633,980,1326,223840,3492517,105410,895161,7590,16740,164710,140684,108220,335093,193190,528950,34290,23103,84470,562415,2410,13400,2280,2462,9220,16695,2830,5992,130360,283660,109060,921391,21650,242281,1544870,9506525,1567570,1036334,360,1035,161880,47266,503870,182672,19520,1672,38710,12701,159800,92514,170130,30812,130340,39126,8540,3937,489820,819253,392720,1973755,404300,2021467,107920,62171,2361350,7959325,1080510,3581142,936920,3034536,741560,1010853,206530,182030,176360,75812,1239010,853664,1629460,1748107,230,241,290,2831,271390,332088,2185070,6531471,2172240,6494717,17630,36755
FL,4,2483350,1265230,598580,537160,2187190,166650,1237870,1817650,4525780,1455090,59960,24480,1230,34250,4730,495180,535320,89251440,2483350,90322562,2122390,73244155,394360,401820,263790,868801,229200,561288,11750,10232,397120,2236421,229140,605844,188910,2050693,397060,6740816,5210,33220,103477,392160,2739457,124550,1171521,544040,1071122,47790,11707,2400,20546,42500,179191,42130,156593,215750,211343,6740,16158,2120,3879,553480,9941495,206040,1739694,21560,50789,421900,480856,297610,878408,497070,1540903,107680,87746,256080,1634662,7350,40625,8090,12757,36040,63408,6110,12953,375580,1059009,293870,3149738,56750,631256,2374620,44753543,2366570,5568349,1010,3136,183850,136327,987410,852146,58060,9701,149550,88002,208030,211693,343090,66087,502340,441522,29250,25153,233430,544416,246600,1228373,268480,1418345,152530,104205,2394050,10582073,580070,1246373,473720,1012425,418790,566502,160950,139402,56190,45868,1953640,4716229,2063570,5392360,500,1083,510,2424,380210,683818,2083950,5841946,2062680,5768294,28830,73653
FL,5,1269290,518740,535650,172330,1105460,87970,671160,810480,2523490,719270,22950,6560,790,15590,60,171250,395290,77835406,1269290,78761855,1037600,57313608,360410,461200,246520,1124087,222060,760758,16120,15822,197200,1587880,219850,959218,171810,2531612,326710,8301575,4860,15320,54890,309340,4812263,102460,1444700,349440,926449,38820,9833,2600,28225,31150,182931,32530,147133,147430,159795,8640,18383,2550,6744,461520,9346421,154430,1505508,24640,76467,360720,481779,338240,1087564,433080,1739038,91520,58474,294910,2036420,7450,40451,10580,15397,42070,75259,7550,17956,345890,1198045,197740,2040655,52360,620943,1258270,50395554,1253000,7136790,2340,4372,49890,96652,477280,652446,70840,16101,77270,44405,94320,115335,80150,13270,288610,419089,23750,28087,126220,336143,43020,222960,63870,350722,50570,51195,1232830,8931246,7430,2591,4800,1794,47050,59941,69830,62125,7000,8270,1202380,6484345,1217920,6911842,500,495,670,3532,316400,817899,946700,2811333,922470,2718033,31100,93299
