STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,N20950,A20950,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
MO,10,5490,600,4720,110,4940,460,5080,570,15730,5530,0,0,0,0,0,0,2190,16303135,5490,16542285,4530,4655910,5340,302773,4880,964861,4800,825555,3490,107973,1680,242448,5070,4574813,950,56105,1000,58959,370,10,64,1070,32631,4260,5150550,3690,239150,30,7,860,37669,2020,27194,130,1382,0,0,0,0,1040,124340,5350,2203463,30,1371,5280,1041518,60,219,5150,88345,5350,1145731,4530,7994,3120,54695,110,1525,210,78,0,0,1650,83906,5200,1162878,880,97550,680,81880,5480,14105109,5480,4456272,980,56664,0,0,4030,98878,3640,48062,190,108,0,0,0,0,0,0,90,616,2330,53302,0,0,0,0,20,87,5450,4867794,0,0,0,0,0,0,0,0,0,0,5480,4357394,5490,4608362,3790,42341,5030,145014,2430,480928,3050,736822,990,244390,2340,492431
MT,0,506480,247940,202290,46690,457460,22930,268580,285370,933320,256880,16050,6480,50,9510,2200,59700,148160,29911756,505160,30513388,405560,18919424,167940,330273,105860,800434,95970,598226,86880,118092,85210,996917,104190,2372912,57700,928206,102320,2479204,19170,23730,96778,81870,1113647,48130,2422617,146310,601632,10510,2656,2870,56871,24860,162187,13650,69102,50710,50601,3780,8552,6720,64899,150320,3631579,45910,429423,139490,990194,1720,3128,134320,435394,148860,1477063,98930,41500,108460,818072,3510,11459,12370,5602,9450,13297,5660,31313,114520,669249,33690,233122,2410,34407,393310,21122942,389550,3863695,10720,65543,13560,20905,147500,203079,30790,28095,18920,9517,24710,24429,29590,5657,72370,96891,5520,4143,68280,201031,25820,187662,29140,204746,19930,16533,468370,4478069,79030,168363,65210,144783,47060,63389,20520,17923,11760,13202,358080,3660614,385190,3908219,5560,8229,9910,59700,115050,600954,367630,1106515,353510,888746,18670,217765
MT,1,10240,5440,4250,320,8110,1120,7910,2260,16850,2620,90,30,0,60,0,180,5750,-833772,8910,-822580,2840,66158,4670,17948,2570,16086,2280,11087,410,1496,3780,-35064,4090,60884,930,9883,1510,16881,2380,110,573,10,13,2400,-140317,2720,11192,40,10,10,182,850,3968,70,298,440,428,230,794,210,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,317,20,242,140,71,60,49,10,1,0,0,10,6,0,0,30,21,0,0,1630,3415,1130,11083,1240,10868,0,0,4930,23600,1120,1476,710,995,420,664,270,247,860,1256,130,268,1900,3943,30,40,0,0,1040,2064,4390,21736,4100,16351,380,5386
MT,2,74310,61040,7120,5330,63920,4400,31760,37030,69740,12790,4920,1860,0,3070,1010,7550,17030,381702,74310,394157,54810,299625,13770,7578,9260,18335,6910,6597,950,777,8670,26611,7380,7997,3790,14867,6850,33336,1230,1130,2978,160,758,1820,-4033,9760,12455,80,16,20,97,1270,3414,190,677,1560,1161,840,2623,90,221,3290,52350,2680,27270,1470,2240,70,35,2450,5919,2950,8732,1430,474,1580,10147,40,172,160,69,150,283,80,83,2000,2405,1450,2842,40,172,8080,13984,8050,1611,200,89,510,198,510,56,350,9,0,0,100,23,20,5,20,12,0,0,7280,5648,2300,17833,2510,18493,60,31,59640,51331,21760,21638,19100,19387,5660,3458,2400,2029,1420,1198,7900,1555,15630,7478,10,6,20,93,6030,2832,56230,46693,55840,45839,520,853
MT,3,106930,71660,17470,15720,96580,4510,47120,70080,157480,40090,5460,2330,20,3110,810,18870,26590,1853200,106930,1887831,84350,1395246,21000,17654,12490,35749,10790,16830,3090,2190,14770,117282,11540,32335,8360,57883,16780,183448,2320,5060,16081,8810,14989,3510,5752,21230,34631,470,103,90,390,2800,7844,1190,4108,6670,5194,470,1199,290,546,9160,143663,6830,65687,6040,7073,180,167,7050,16645,8670,25570,4710,1479,4530,27365,130,582,350,111,450,604,180,331,6130,13559,2480,8730,110,655,75230,504691,73950,53197,230,238,2400,899,19270,6575,1400,52,940,287,6080,3440,7380,1286,4240,1408,250,60,12710,21609,8010,55889,8180,54532,6190,3480,97280,256716,31330,91702,25890,81946,19510,26395,5110,4195,4330,3776,63090,46621,72320,72460,0,0,0,0,14080,13744,87800,197721,86840,194789,1350,2931
MT,4,121890,66740,35010,16520,111360,4640,58190,80420,216440,60030,4140,1880,10,2250,380,19400,30970,4401849,121890,4482053,102530,3383654,30910,27169,17530,51330,15980,33331,12250,9460,17640,175784,17100,76205,11320,104858,22380,393310,3710,7760,31696,23100,151342,6590,41178,34750,80204,2170,511,230,1794,4580,17397,3280,13546,15370,14660,400,785,800,1908,23650,356140,11520,100367,21070,37261,330,374,19490,46203,23330,88836,13830,4352,15400,90133,460,1852,1270,725,2120,2941,390,602,15640,39157,5490,29323,270,1378,117440,2330712,115750,284544,30,69,5920,4812,42850,32778,4380,317,3830,1896,6260,5819,16190,3308,22260,20673,980,375,14270,35416,10480,71973,10930,74166,8210,5468,117340,485200,24180,53306,19080,42291,17370,26528,3800,3177,3890,4759,99710,251766,106130,294748,20,13,20,27,23810,37960,96880,227487,95040,221987,2680,5499
MT,5,70780,25130,38590,5390,64510,2920,40810,40610,153580,44260,990,300,10,670,0,7550,23270,4355519,70780,4435853,58520,3099821,27410,29136,16270,59450,14990,41398,17110,14906,13020,139431,15750,102598,10050,121202,18510,466120,2980,4760,21601,17850,260618,6650,74272,25710,80334,2230,550,300,2754,3720,19948,3080,15153,10970,11799,450,803,900,2560,27950,472384,9770,85782,26730,77194,270,383,24670,62093,27800,146928,18000,6173,20350,130674,590,1765,1840,864,2900,4267,490,874,19850,57941,6710,40065,320,1760,70410,2800318,69920,382088,60,116,2670,5490,29320,39652,5090,539,3870,1924,4200,4713,6010,1058,18570,29928,1150,601,10250,29513,3090,25496,3990,30434,3030,2913,68980,457775,660,241,430,164,3490,5264,2680,2365,1050,1834,66310,342437,67840,377399,20,10,10,42,20890,50370,49590,129668,47620,123030,2700,6637
MT,6,47240,9280,35520,1860,43380,1970,29350,25410,116940,34210,340,60,10,260,0,3550,17070,4095237,47240,4164794,39390,2804658,22420,27672,14020,64947,13070,47055,16750,17128,9690,112253,13660,124299,8380,137572,14380,455839,2250,2540,11857,13060,253563,5960,96764,18060,69557,2010,526,300,3544,2820,19078,2290,12251,7210,8003,240,438,890,3027,25640,496422,7190,65199,24850,101722,270,455,23590,64855,25560,175064,17890,6957,19930,142649,620,1608,1960,940,2950,4450,590,985,19490,65761,5900,37424,310,1997,47140,2862044,46850,406999,110,223,1080,4130,20870,33875,4730,673,3750,1973,3460,4182,0,0,13970,25329,1090,667,7480,23916,690,4664,1340,9306,1260,1667,46370,448940,0,0,0,0,480,818,2270,2112,190,325,46330,373124,46610,401419,20,12,20,15,15760,49289,31310,96139,29430,89496,2430,6643
MT,7,58580,6720,50180,1260,54120,2620,39430,25860,157670,48930,120,20,0,100,0,2450,20560,7740380,58580,7880705,49770,5110105,33890,62433,23180,168145,21860,128204,29510,36544,13070,215802,23300,394524,11300,296760,17800,711715,3110,2180,10838,14600,325989,12320,389166,25780,140325,3180,863,900,14319,4870,43134,2940,17221,8480,9356,1140,1910,1910,9840,44960,1062009,7150,70114,43980,303173,420,980,42310,141920,44900,464105,32760,15844,35930,289821,1270,3435,4540,1927,890,752,1700,4023,37220,156392,9110,64547,690,5811,58520,5868399,58370,966489,1010,2468,710,4272,27290,35863,9160,2486,5480,2848,4610,6246,0,0,13260,19507,1590,1409,10220,43568,110,724,800,5672,980,2062,57640,998379,0,0,0,0,130,262,3990,3798,20,54,58130,930625,58250,983254,250,87,160,374,24830,134351,33600,148030,29930,123380,4810,24649
MT,8,13440,1570,11530,250,12580,600,11140,3280,36280,11320,0,0,0,0,0,150,5600,3865052,13440,3968174,10930,1897259,10960,49978,8210,153162,7870,123806,5560,14129,3620,152028,8820,461929,3000,147142,3560,189614,920,190,1074,3540,87107,6580,667013,6450,103122,290,71,770,23521,2900,33314,500,4805,0,0,0,0,1160,13488,12720,534434,750,13706,12450,208926,170,520,11980,65405,12710,280691,8570,4926,8970,98793,330,1285,1790,748,0,0,1470,7465,11410,108348,2110,25858,430,6768,13430,3203350,13420,723135,7570,36404,110,864,5530,8767,4180,5084,910,494,0,0,0,0,10,13,380,529,3440,26181,0,0,120,1069,180,734,13170,706368,0,0,0,0,0,0,0,0,0,0,13410,714367,13430,757093,3760,2877,6980,10168,7080,133196,6290,81021,4130,41940,2670,39081
MT,9,2220,270,1890,50,2090,100,2050,320,6140,2030,0,0,0,0,0,0,920,1485861,2220,1520754,1760,551147,2080,24845,1600,69802,1540,58037,770,5928,670,51670,1780,261372,440,25696,400,22361,170,20,80,510,13262,1580,424376,1300,34893,30,6,180,7584,730,9775,80,831,0,0,0,0,300,8564,2130,179942,20,1298,2100,93759,20,214,2020,18296,2130,113503,1310,940,1370,21645,50,533,370,183,0,0,490,4766,2000,48414,300,8137,110,3081,2220,1306894,2220,364282,1220,13848,20,169,1240,5670,970,2908,130,83,0,0,0,0,0,0,70,286,700,7522,0,0,30,206,30,178,2180,359464,0,0,0,0,0,0,0,0,0,0,2220,358612,2220,380961,1060,2981,1910,11162,1140,67429,1070,45345,440,15654,740,29691
MT,10,860,100,740,10,810,40,840,90,2200,590,0,0,0,0,0,0,410,2566728,860,2601647,660,311751,840,65860,720,163428,690,131881,480,15534,280,41120,790,850769,140,12343,150,6580,90,0,0,220,6006,720,868446,570,34919,0,0,70,2686,330,4315,20,212,0,0,0,0,170,23232,810,334235,0,0,800,158846,0,0,770,14058,810,173634,430,355,400,6845,20,227,100,35,0,0,270,12184,780,177272,140,16196,120,12785,860,2232550,860,681033,270,11846,0,0,580,39794,520,16026,20,12,0,0,0,0,0,0,20,216,310,4243,0,0,0,0,0,0,850,690296,0,0,0,0,0,0,0,0,0,0,860,641239,860,629464,370,2203,790,37819,390,109719,470,112675,150,16280,390,96395
NE,0,905980,425090,366350,99830,836480,34770,493940,582960,1773860,573380,18320,8050,1060,9220,2390,104190,228070,57727724,904210,58786218,772990,41089110,290080,505546,187600,1279086,175760,1013193,126640,154495,133950,1388048,181550,3505906,104030,1603785,157420,3334499,43770,17920,62484,129280,1883167,69970,3976297,265940,1058494,24320,6305,5090,96553,36920,273234,20580,102352,97910,102879,9290,17608,25100,154604,255410,6614470,63350,741038,225160,1756252,27090,37798,223790,1102936,254690,3038084,196120,130667,181520,1093204,3810,12244,9040,3522,13850,15716,6890,46026,210150,1355083,51150,397849,5990,88412,731980,40903773,726740,7571127,22980,134323,20490,23205,309810,374908,55980,18539,55030,29900,60280,60723,66870,12397,157240,214709,8220,5379,115800,330734,40720,319425,44180,343365,31170,23184,855480,8855620,132350,310542,111370,271472,92650,130628,46040,39169,18220,18419,663090,7196223,707360,7694877,13570,22923,18670,88867,183090,1016930,695790,2166301,676120,1825956,26520,340340
NE,1,13920,7150,6150,370,11690,1220,11250,4010,24070,4440,100,50,0,40,0,230,7290,-1350770,12140,-1328305,4730,140997,6540,23295,3600,15496,3320,11563,400,1451,4210,-31315,5440,105216,1580,18245,1880,19615,5380,60,233,0,0,3060,-234825,5230,22465,90,22,10,109,1400,8105,80,348,580,528,420,1239,2000,6329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,522,30,420,270,95,80,84,0,0,0,0,0,0,0,0,40,27,0,0,2540,5802,2030,20770,2170,21672,0,0,7310,36704,1550,2561,980,1672,700,1260,450,402,1520,2010,250,438,2970,6627,70,122,0,0,1590,3297,6500,33383,6210,29512,380,3870
NE,2,117390,99880,8390,8150,103300,6330,53010,68870,92630,20430,4060,1960,70,2030,880,11010,20790,615360,117390,634637,94170,515726,19690,8857,11490,11507,10500,6897,760,484,12740,39012,10980,13396,6510,25425,9630,41171,2590,980,2494,210,943,1740,-4024,14930,19277,100,21,30,257,1820,6607,220,763,1730,1373,1080,3245,840,941,3810,69189,3180,44619,1020,2431,2330,1395,2070,6337,3650,10944,1670,746,1340,6139,30,77,60,14,150,201,50,46,2370,3181,1390,3190,70,550,18280,30752,17590,3237,0,0,790,281,920,77,590,14,0,0,180,40,40,12,40,14,0,0,11370,8503,4210,33217,4400,33739,70,46,100880,83108,28740,33032,25530,29881,9160,5877,3300,2690,2670,1795,17300,3161,28860,12003,0,0,30,106,9450,4587,96010,75681,95600,74861,560,820
NE,3,170590,113750,22850,31110,156960,6570,82970,122460,255840,78920,5710,2620,210,2880,910,29820,37840,2959033,170590,3014394,139370,2351378,31550,23507,18050,31989,16560,19634,2780,1627,21310,163155,16750,43248,15200,106713,24020,216838,4870,4070,13465,13930,24684,3860,7574,32110,55361,790,182,90,608,4310,15986,1410,4577,9010,7222,740,1691,1940,3003,11990,206002,9140,110686,4660,7463,6610,4735,7400,21771,11740,37260,6400,3055,4540,20388,90,391,170,49,480,537,150,143,8350,19844,2970,14229,230,1809,119480,811259,117970,86008,40,19,5250,1767,36520,12304,2150,61,2600,795,10980,6164,15190,2527,8000,2638,290,73,19320,32379,13780,97580,14150,98539,9240,5088,157640,451620,51570,168628,44580,152827,37170,52063,9010,7031,6740,4929,97830,73705,112950,112291,10,11,0,0,19280,20201,144890,359052,143810,356532,1560,2519
NE,4,229960,126620,56190,41170,214310,7920,116180,170290,423380,138420,5620,2540,340,2740,590,36530,47920,8366333,229960,8502321,204120,7022261,50000,38012,28680,61157,26610,39595,15040,8825,25830,211387,27620,101302,20320,192212,33200,459280,8320,5900,21281,35040,239490,8070,46532,59590,135988,3810,901,320,2557,6720,32556,4850,19560,28610,28619,930,1705,3670,7248,34180,540238,15900,172349,25350,44822,8120,9063,25760,78790,34000,144454,22100,10719,19780,87477,420,1415,720,391,2940,3177,340,387,23450,63381,8570,61537,640,4669,221320,4480306,219240,552897,30,132,8680,6299,91970,74236,6840,317,11050,5822,15680,14286,38520,7496,48220,45256,1350,569,21920,50914,14930,110249,15550,116347,14800,9490,222960,979404,49120,105832,39380,86765,37090,58781,9520,7514,5410,6396,184890,478662,196230,542092,30,33,10,31,34460,55759,193670,491116,191270,484647,3430,6468
NE,5,132720,48250,69330,12230,123780,4410,76920,87820,297400,95400,1760,620,200,940,10,13950,38310,8166801,132720,8303983,116070,6371583,46900,42060,28720,79522,26740,54013,23580,16267,21260,190003,27440,143695,17760,224051,28000,571905,7210,3250,11462,28210,428029,9140,80553,46930,137182,4480,1112,450,4678,5310,33176,4750,23166,21190,22966,1280,2104,3620,7346,42700,727106,13670,149346,37840,106863,4430,7262,36590,124836,42630,255527,31170,15211,29780,141732,600,1945,1120,542,4200,4989,490,640,31990,99389,9580,65811,820,6221,131900,5280148,131270,726307,120,199,3370,6179,58870,83468,8760,563,9630,5379,10340,11391,13110,2362,38130,61747,1630,792,17870,47008,4460,45772,5300,50987,4610,4392,129650,892985,1390,489,910,327,7320,10638,6450,5550,1590,2736,123840,642839,126690,698806,30,29,10,102,32080,78539,100110,271065,97230,262040,3990,9024
NE,6,89950,15950,69170,3880,84150,2920,54200,56850,236890,77800,680,180,120,380,0,6960,28120,7798211,89950,7922299,79360,5927686,40500,41978,26060,85346,24380,59743,23330,18339,16480,157685,24650,166496,14810,240340,22130,565352,5590,1930,6826,20330,412095,8850,118010,35960,124088,4640,1247,510,5761,4060,30985,3710,19848,15960,18579,730,1105,3350,8251,40610,799047,9770,111578,37860,148641,2420,5548,36940,147317,40570,321712,32300,18837,30850,169235,610,1599,1340,612,4490,5740,570,611,33350,122587,8690,58125,850,6523,89690,5437061,89290,773064,220,482,1280,3782,44060,77548,8360,627,10540,6265,9720,11225,0,0,30900,56975,1570,922,13890,41277,1100,10127,1650,14509,1450,1835,88250,867535,0,0,0,0,970,1588,6070,5427,260,469,88260,695516,88730,743670,40,40,10,6,24860,81555,64820,204114,62240,195224,3500,8891
NE,7,118880,10690,105150,2430,111550,4110,73830,63420,346460,122460,390,80,110,210,0,5340,36320,15822736,118880,16073629,106400,11649037,68290,90296,48980,242859,46390,183403,48410,45217,23860,316077,46440,532284,21430,511868,31220,1089926,7310,1580,6116,24820,592929,20030,530536,55480,250893,9210,2517,1680,26235,7270,68371,4860,26894,20830,23592,4100,6519,5810,19801,90610,2188047,10620,126525,87940,594696,2230,6422,85490,431898,90590,1093413,76850,56149,73110,461448,1540,4197,3850,1454,1590,1072,2090,3949,80780,364920,15540,109090,2050,20753,118760,11873208,118530,1965799,2270,5004,720,4016,62080,84895,17970,2441,17740,9894,13390,17617,0,0,31880,48032,2670,1723,20130,80479,210,1710,830,6467,860,1670,116900,2051248,0,0,0,0,240,421,11240,10555,40,84,118210,1880907,118390,1975573,510,164,190,141,44320,237397,74330,311013,69120,276136,7170,34876
NE,8,26750,2260,23940,420,25240,1020,20330,8200,79850,29190,0,0,0,0,0,350,9260,7587539,26750,7754277,23630,4622400,21080,68680,17230,232560,16600,187024,9890,20192,6550,224301,17290,593799,5380,221960,6330,314957,2030,150,607,5580,151445,11130,996537,12030,166738,1110,280,1490,37903,4310,53029,580,5785,0,0,0,0,2710,21744,25860,1115043,1020,21693,24940,415914,850,2929,24190,195492,25860,635697,21210,19866,18700,161426,430,1914,1470,386,0,0,1910,9003,24370,240775,3600,39321,910,20751,26730,6193828,26710,1432396,17450,85469,100,694,11610,10890,8180,3629,3100,1544,0,0,0,0,30,20,600,799,6660,45466,0,0,110,980,130,493,26160,1400145,0,0,0,0,0,0,0,0,0,0,26700,1421506,26730,1494243,9300,7043,13150,15150,14160,234840,12540,138883,9320,81771,4070,57112
NE,9,4050,350,3620,50,3830,180,3590,830,12310,4640,0,0,0,0,0,10,1480,2706475,4050,2766231,3590,1375982,3780,35335,3230,111084,3140,91605,1430,9264,1180,78483,3310,324412,770,41944,690,34362,310,0,0,770,21982,2620,655298,2430,59756,70,19,390,13713,1090,15488,80,850,0,0,0,0,670,15699,3960,359774,40,2819,3880,175236,80,329,3770,53637,3960,233459,3140,3906,2580,32619,60,343,250,61,0,0,700,5952,3830,102058,530,13611,200,11419,4050,2345817,4050,673573,2400,27419,20,92,2420,6927,2020,2609,300,156,0,0,0,0,0,0,80,273,1400,11754,0,0,20,125,30,170,3990,669708,0,0,0,0,0,0,0,0,0,0,4050,666645,4050,701577,2550,7586,3610,14386,2110,100716,1940,68103,1010,27405,1100,40697
NE,10,1770,180,1560,30,1660,100,1670,220,5020,1690,0,0,0,0,0,0,750,5056006,1770,5142752,1550,1112060,1740,133526,1560,407566,1530,359716,1020,32829,530,39260,1630,1482058,290,21027,320,21093,150,0,0,380,11570,1470,1780106,1250,86746,20,4,110,4732,630,8931,50,561,0,0,0,0,490,64242,1690,610024,10,1423,1670,260186,20,115,1590,42858,1690,305618,1270,2178,840,12740,30,363,80,13,0,0,590,25295,1650,338948,280,32935,220,15717,1770,4451394,1770,1357324,430,15179,0,0,1280,24479,1120,8278,70,45,0,0,0,0,0,0,30,228,700,7152,0,0,0,0,0,0,1750,1423163,0,0,0,0,0,0,0,0,0,0,1770,1332844,1770,1407995,1030,7895,1660,58945,790,200039,980,213891,300,37828,760,176063
NV,0,1417820,702920,456460,234480,1242010,96480,746310,889820,2729520,915450,21340,8210,170,12950,2130,222240,330820,94288887,1411930,95432665,1173530,61295253,294940,1188831,181020,2924644,165490,2339016,24380,95237,229800,2481571,185410,10051695,110850,2278122,257180,7446011,3350,57020,248563,184950,2566307,74040,6292838,306660,1143778,24760,6466,5340,124810,31370,209472,20790,100437,87730,88383,8090,18597,3510,117800,377330,10906390,84880,757395,36010,720776,303880,625453,302700,993799,371730,2580109,261740,185801,276580,2597816,8670,44678,21170,21999,30760,54417,10940,212265,305090,2032147,145060,1371518,46120,1606220,1118530,70198385,1116790,14425257,19520,158083,22100,24824,418340,623740,52010,134428,56360,33771,78430,77571,82110,14269,228880,271493,11500,18422,159190,460024,39390,174934,45650,196038,52180,40815,1340400,17070938,264580,636511,226240,550376,193770,264075,70080,60646,17230,14044,994400,13801515,1075930,14689557,21900,48644,28880,312952,273960,1883513,1100320,4203688,1077710,3193982,27970,1009705
NV,1,22370,13960,6650,990,15150,3950,13920,5040,32790,4610,170,80,0,80,0,620,11390,-4529437,16490,-4505469,4800,195676,6870,96499,4550,91762,4110,57320,200,1257,7920,-201984,7320,249623,1630,32656,2440,37419,430,180,856,40,253,4760,-847233,4440,23968,50,13,40,971,1160,5796,140,711,710,828,510,1759,20,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,2765,90,2637,340,120,90,274,0,0,0,0,10,11,10,9,50,38,0,0,2580,7114,1980,12490,2130,11597,20,21,9550,80575,1790,1811,1120,1189,730,1112,880,824,1460,1638,400,2491,3400,10974,150,476,30,335,1950,4661,8630,74250,7910,45890,870,28360
NV,2,163770,133220,13430,15140,137760,12570,73790,89200,169680,35550,4950,1900,20,3030,830,19840,33190,887428,163760,913585,119440,703120,17370,9327,10160,16381,8940,9925,420,399,29460,95947,9900,2504,6620,29349,16080,75816,140,3050,9005,440,2016,2420,-10324,27140,26157,230,49,50,299,1680,4807,340,1140,2630,2176,1470,4374,50,28,6850,111722,4540,36091,350,3122,5010,4427,4620,11335,6380,20833,3400,1535,3950,30846,120,829,220,122,520,1038,140,295,3980,4851,2830,10855,680,5590,14490,25492,15260,3039,10,28,1220,428,740,110,370,12,0,0,190,45,50,11,80,31,0,0,22880,18214,5020,24864,5260,23889,160,83,138030,141340,57240,62140,48750,53001,16740,11560,6820,5901,3150,2308,14910,2928,38800,21875,10,10,10,94,15540,7807,128720,127262,128000,125359,880,1903
NV,3,316580,197930,37480,76760,279420,19830,158920,227130,536070,196890,6740,2680,40,4020,790,73060,55600,5505369,316580,5583152,259490,4433366,28510,23586,15980,39038,14180,23521,1120,1016,58240,409366,15890,20579,13940,111233,37350,409147,280,14100,59520,19420,37032,4850,6695,59130,77783,1160,267,150,947,3310,10426,1780,5627,10390,8312,890,2216,70,100,23900,366729,11420,87509,1180,2949,18750,19840,13990,29971,22680,62847,13140,6780,12100,87413,340,1768,670,587,1720,2913,290,855,16210,30843,10590,67686,2510,23027,206300,1325122,205550,140476,40,148,4850,1867,63360,22155,1780,132,3550,1205,18750,10820,22660,3704,19140,5983,420,172,44530,74610,14220,61900,14510,60202,17430,9608,297810,923344,114960,385215,101300,336411,90820,126843,18660,15681,7510,5232,165210,118320,202890,204105,40,30,20,182,30910,33725,277340,751610,276030,747601,1750,4009
NV,4,386030,202590,82220,92900,342520,24080,197260,277040,748810,281860,6220,2760,60,3400,510,79580,68400,13926031,386030,14057169,342930,11897869,46930,36689,25190,72619,22730,46734,2570,2553,45860,304568,25430,57631,18940,207433,53260,939919,440,17220,78296,47680,319104,8000,56905,67070,131138,4380,1058,390,3761,4800,19640,5000,18627,28000,26388,890,1931,150,299,74090,1223230,22590,173902,3620,8601,60610,89500,47170,88145,72090,226542,45810,26457,44130,309965,1160,6063,2670,3322,8130,13341,570,1229,55710,130388,37490,293445,7010,61924,370610,7075633,369290,873355,50,222,9500,7092,154410,135687,5460,667,19360,12011,26810,26208,48310,8744,93220,84468,2450,2050,27780,65973,14210,58280,15830,65173,21420,13736,375930,1616098,89300,186881,74150,159435,74420,109209,19030,15906,4320,3888,299550,737668,313370,820298,60,158,40,123,55660,92940,328210,883195,325990,875486,2920,7709
NV,5,197610,82920,82380,28020,173540,13230,104340,126360,421680,141760,2110,580,30,1500,0,26840,52470,12149365,197610,12270008,168610,9488680,45990,44525,25810,93419,23500,61714,3450,3816,26990,239442,25540,105331,17990,259784,46020,1245328,400,9720,44033,38880,559732,7710,85116,47730,120643,5730,1427,400,4251,3650,19717,4120,17819,20490,21781,1420,2619,200,598,71630,1341469,17910,157230,4700,15200,58570,99337,56340,116605,70670,269799,50060,28912,52730,404285,1400,6458,3390,3952,9690,17757,710,1631,56580,158306,29470,234621,7920,84165,196480,7864857,195960,1116711,250,449,3620,6483,74860,112233,7050,1339,9790,5830,13040,15457,11080,1801,52830,82020,2420,3179,16970,48242,3200,14555,4850,21959,7380,6921,193230,1377607,1300,464,920,340,9640,13119,9340,8322,700,834,185930,1004478,188320,1065281,80,106,40,120,47000,114995,149980,423018,147670,412905,3000,10113
NV,6,120330,34410,73290,10740,106240,7920,65670,72560,283330,89740,730,130,20,590,0,12160,37390,10402446,120330,10500892,101330,7710616,39140,45416,23090,102208,21020,70244,3550,4713,18800,204438,22390,135891,15370,285446,34890,1232635,430,5890,25465,28310,525930,7130,105780,30420,98446,3950,1042,450,5740,3010,18367,2830,14169,10680,11524,400,790,230,774,56900,1217647,12120,112466,4950,20618,46430,90754,48580,117468,56460,263296,41790,27283,45290,390396,1340,6173,3190,3290,8280,16780,810,2504,46710,157371,21000,171524,6990,90915,119980,7332080,119730,1114198,680,1463,1350,3717,46460,79783,6870,1751,7630,4681,8730,10586,0,0,33740,57007,1940,3163,12260,40669,640,2442,1630,6980,2880,3704,118260,1267420,0,0,0,0,1150,1745,6060,5405,90,144,118410,1034415,118830,1085370,70,90,40,268,33850,109314,86160,288460,83940,277057,2850,11402
NV,7,158660,28630,120470,7950,140630,10900,92340,79290,405320,126220,400,70,10,320,0,9400,51910,21275539,158660,21508280,134530,15038016,71490,125847,46740,306541,43030,222355,7930,14208,29370,503778,46680,565775,25880,744240,52090,2487583,740,6150,27324,37280,795378,17830,513874,50440,232741,8020,2278,1510,25990,6430,48536,4950,27515,14840,17374,2510,4908,810,4251,101350,2642151,14280,150268,11630,78379,82860,201331,92300,289922,100960,642229,78250,61045,85430,874452,2900,11830,7150,7142,2410,2588,2700,10564,87830,389094,33360,287583,13360,261727,158350,16318238,158210,2858587,3330,8986,1000,4047,58960,85275,15830,8180,13020,8148,10900,14444,0,0,29810,41936,3230,6277,20090,88674,130,403,1190,5039,2260,4494,156260,3000111,0,0,0,0,280,487,9290,8607,0,0,157730,2773312,157970,2886536,1420,482,540,875,61490,327297,96660,436016,91450,388464,6590,47553
